Domain,"Global Rank","Country Rank",Country,"Total Visit","Time On Site","Page Views","Bounce Rate","Country Traffic Data","Direct Traffic","Referral Traffic","Search Traffic","Social Traffic","Mail Traffic","Display Traffic","Top Referral Site","Top Destination Site","Organic Search %","Paid Search %","Top Organic Keyword","Top Paid Keyword","Social Media Data"
laravel.com,"9,341","22,218","United States","
                        <span class=""engagementInfo-valueNumber js-countValue"">5.6M",00:05:22,3.16,39.56%,"United States( Traffic % :                                  7.81%                                                                                                                        7.60%                                                                       ),China( Traffic % :                                  6.45%                                                                                                                        26.69%                                                                       ),Vietnam( Traffic % :                                  5.70%                                                                                                                        6.84%                                                                       ),Brazil( Traffic % :                                  4.75%                                                                                                                        4.26%                                                                       ),India( Traffic % :                                  4.04%                                                                                                                        15.35%                                                                       )",26.23%,16.60%,54.11%,2.35%,0.72%,0.01%,github.com|laracasts.com|golaravel.com|laravel-news.com|hongkiat.com,laracasts.com|github.com|getcomposer.org|vagrantup.com|laravel-news.com,100%,0%,"laravel |laravel forge |laravel validation |lumen |laravel homestead ",,"Stack Overflow( Traffic % : 42.98% ),Youtube( Traffic % : 24.22% ),Facebook( Traffic % : 19.86% ),VKontakte( Traffic % : 4.44% ),Twitter( Traffic % : 4.26% )"
